text,label
huwa yenanya mami kok gemas sih marah saja segemes ini aru rela dimarahi yena terus tiap hari pliss mau karungin,2
semangat dhii rest well ya,2
makin benci sama jumat jam termual untuk sebuah perjalanan darat tasik cirebon tasik sabtu sudah kerja lagi mantaaaap badan makin hancur sudah ini tinggal tunggu matinya saja lah,0
lagian gapnya enggak jauh banget lah tahun malah agak heran juga kalo rumor ini benaran soalnya tao berapa kali bilang lebih suka tipe jiejie,3
ayo menjadi ikan saja noon,4
banget hehe apalagi kalau lagi tidur terus kaget rasanya kayak pengin marah marah,0
enggak terlalu kecewa ya tapi tetap enggak senang,5
menanggapi serius omongan dia lagian aneh banget sih menurut gue nyuruh gue jangan deketan sama cowok lain eh dia nya saja gampang banget gonta ganti cewek tapi teman kelas yang lain sudah biasa lihat dia kayak begitu bahkan dia dapat julukan player ykwim,4
apaansih kok jadi sedih,5
sedih banget onlen lagi,5
enak banget lord,2
semangat anggun aku juga setiap hari pulang jam sore mana bimbel kali seminggu,2
kecewa i guess,5
apasi ngentot enggak jelas mau kecil gede juga kalo tuaan gue itu orang jadi adek tolol,0
wkwkkw malu banget anjg bilang kangen kangen tapi enggak ada yang peduli,1
mjb tapi baca ini mengakak banget pura pura kaget di,2
anjing suaranya deep banget takut,1
takut enggak bisa beli sedikit begitu,1
mun aku lah nih versi aku bila jadi mantan dan dapat barang dari mantanku aku mun dasar suka dan tepakai pasti ku pakai tarus aku ingat barang nya saja sih lain orang nya yang membari siapa aku kda peduli wkwk makai barang barian nya bukan berarti aku masih cinta itu kalo aku,4
masa sepiikok sepi,4
seru tau prenjon zer kadang sedih kadang bawa perasaan seru kan,2
alhamdulillah jimin sembuh dan sudah pulih ini kabar yang indah,4
wes biasa,4
tentuu saja,4
enggak semua bule sih selama mereka kenal sama lokal indonesian pasti sama sama langit di pijak bumi di junjung jdinget sih boting sama iyev apa kabar ya,4
tapi takut kalau egois,1
benar sering banget mikir kayak begini terus kalo lihat muka emak pas tidur langsung banjir banget kayak pasti capek ya mah suka tiba menangis saja lihat mamah diam begitu sampai aku bilang selagi senyum mamah masih ada semua masih baik baik saja tiap kalo aku mau nyerah,5
ya kok marah padahal cuma mengasih tau yang benar,4
manajer kayanya suka bikin planning sbnrnya walaupun sering banget dipatahkan sama keadaan stay strong,2
oke pertamatama ulangi kalimat enih cih kudaranai watashi bangun di dan belum menjadi character anime serta belum tinggal di isekai ck watashi sangat kecewa,4
dulu gojek rame banget dan grab juga masih sepi katanya sebagian saham uber di beli grab jadi macam kerja sama mereka kwkwk tetap gue lebih suka uber sendiri weh enggak mau balik lagi apa ya,2
semangat diah yuk bisa yuk buat hari ini bismillah,2
emotionally unstable mendengarkan dmnya fromis saja bisa nanges sampai jam pagi padahal bukan lagu sedih,5
semoga saja orang yang dzolim ke gue dapat balasan yang setimpal oleh allah swt amin,4
ngeri ngeri sedep,1
wkwkwk tolol,0
sedih gila dia cukup camtu,5
wajarlah cewek suka kangen biasanya setiap malam ada yang mengucapkan sayang makan sana nanti jangan tidur malam ya tapi sekarang enggak ada,3
i ship both tho tapi kalo gatekeeping itu tolol,0
kaget lihat reply fan sultan semua kayaknya,1
kadang suka capek ngehunter suka bosan juga idk perasaan dulu sama sekarang pas ngehunter tuh sudah kayak beda banget dulu kayak nenggebu gebu semangat buat ngert tapi sekarang enggak kayak malas banget enggak ada semangat nya,4
berbahagialah jika kamu masih bisa merasa sedih karena itu artinya kamu siap menerima kebahagiaan yang lebih bahagia gigitch,4
kalo gue biasanya nyeletuk kok sepi apani tapi enggak kencang kencang amat,4
gue enggak tweet begituan di sini malu dan pasti dikecam sekarang kan seram apa apa dispill tweet kayak pengin have sex sama anime langsung pqrt atau diss lalu dijadikan bahan teh,1
sekiranya ig dipegang sama cowonya jangan followan sama sec acc aing karena enggak ada cowok di sec acc aku dan tbtb cowok teman gue melihat begitu saja suka ngelike ngelike enggak banget,0
berasa bego kalau sudah tinggal dikit lagi yang enggak bisa jawab termasuk kitanya wkwk,2
semangat zarven,2
pas tau wanita yang dia suka itu adalah fan eunhyukkyuhyun lngsng enggak percaya lagi sama cinta pada pndangan pertama,3
menghayal menunggu tiba masanya dimana penyakit covid setara dengan masuk angin biasa dan diobati cukup dengan minum antagin atau kerokan sambil menunggu masa itu tiba tetap jaga kesehatan dan jaga diri ya masker vaksin serta taat prokes masih jadi solusi terbaik,4
semangat mengkulii,2
aku tau berat banget kedepannya jujur jalanku buntu aku cuma mau ikut alurnya saja tapi aku percaya sedih itu kayak bahagia semuanya sementara habis sedih pasti nanti bahagia kok begitupun sebaliknya semuanya bersifat sementara gapapa kok ya kan hatinya seluas samudra,4
suka kesel enggak sih ketika sudah dibantuin tuh enggak bilang terima kasih bukannya gua mau ngemis ucapan terima kasih tapi kayak sifat lo kesannya jadi jelek di gua apa susahnya mengetik terima kasih begitu apalagi lo meminta bantuan sama orang random ketemu di internet,0
mau marah tapi benar bagaimana dong happy taehyun day,2
tiati bego benaran,0
beyb sabtu begini biasa rame enggak ya btw semangat ya semua semoga hari ini laris manis,2
dont kalo panik entar stres makin terbawa ke badan percayain saja ke dokter sama susternya yang penting lo disiplin ngobat makan minum istirahat pukpuk stay strong brooo,2
halah tahi pagi dibuat emosi gue support system support system tatai anjingan,0
ada raisa makan semangka ayo kak admin yakin kamu bisa dan semangat terus ya xb,2
ih kok enak liburr,2
pangeran kodok sama siapa ya dulu ya allah dulu suka banget sama nih sinetron,3
kenapa ya kalo tengah malam itu suka sedih sendiri berlarutlarut terus semuanya kayak berkelebat di kepala mulai masa lalu masa sekarang masa depan tuh whyy,5
hooh kamu suka banget kan ya,3
kakak juga iya wangi enak saja,2
mau ikutan wish me luck semoga rezeki amin biasku kim junkyu dari treasure orangnya cute banget tapi kadang suka soksokan cool begitu ngebiasin benaran dia nyaman banget pokoknya lihat dia senyum tanpa sadar kita ikutan senyum soal body beuh mantulludah jadi model dari kecil,3
yaallah mika angkasa gue kaget gue kira cuma ciuman biasa doang anjg di kebun aakghhghg,1
takut banget kena polusi mau isoman dulu,1
gue merasa cringe banget anjir dari kemarin kayak mau mengetik kak tuh a nya suka hilang jadi kakak memang sama saja sih cuma kan kesannya baku banget kayak gue mengetik kakak tapi di singkat jadi kakak hehe kocak and mengakak deh pokknya,2
sampai asma kambuh tapi membela enggak minum obat karena takut teler dikantor,1
ya makanya aneh banget bukan perkara gue punya anak atau enggak gue nih memang anti banget sama kekerasan dan dia beranggapan bahwa normal untuk bentaknyubit anak,4
ah itumah katanya palsu maskernya mengecewakan,0
kak caa semangat terus ya lu can di itu well kalo capek istirahat dulu tapi jangan lupa balik lagi biar enggak makin numpuk sending a lot of virtual hug buat kakakk,2
pagi pagi lihat orang bikin pie kelihatan enak banget enggak taunya slime dayruined jengkel,0
halo apa kabar samporasun kepriye kabare om suastiastu nara gerotelo kenapa habar thats all from indonesia,4
gm ayu berkobar semangat,2
mulut rani kempot saking nafsu mengenyotnya dan benar saja tak lama kemudian cairan kental dan manis itu tumpah dalam mulutnya oh enaknya permen blastera,4
takut banget yatuhan sama cowok begini padahal saya sendiri cowok,1
rata kalo cuma follow enggak ada deh yang pakai proof aku pribadi suka kasih karena biar enggak ke kelewat jeda waktu yang menit,4
kalau yang berkunjung ke suatu daerah itu seperti dijamin pasti sepi kerumunan enggak ada satu pun masyarakat yang keluar kuncinya jangan yang ke daerah biar mereka saja yang ke daerah,4
aku enggak bisa rekomendasikan punya aku soalnya ada cacat dikit terus bau karet nya nyengat banget banyak kok toko yang jual kamu ketik saja sendal beruang,4
suka itu masalah rasadan kalo sudah tresno akan terus di pujasama seperti para pendukung pak anies dan pak ganjar yang tidak pernah goyah sedikitpun walao kabar negativ menerpa,4
tambah ngeri saja nih,1
kaget mengira kelirik taunya bukan as lihat akunnya,1
kelas gue ya begitu deh kayak kelas biasa sesi a ribut banget tapi sesi b nya sepi banget huhu hobinya ngevlog dikelas apa saja kalau ada kegiatan selalu dibikin vlog,4
sate saja anna kan suka banget makan sate,3
kadangkadang capek lalu kecewa yaitu harga yang perlu dibayar untuk beli bahagia,4
nyokap marah gara-gara gue sarapan sambil menonton aouad katanya apa enggak jijik melihat yang begituan,4
mengaku saja lah bego mengajak enggak nder yang nganggep adek cuma anak kecil lu doang,0
ngeri,1
loka open verif dijamin amanah trusted juga mastip maret ramah kok pren tidak galak jangan ragu langsung dmwa di bionya ya yang mau verif lainnya juga bisa fast respon,4
ini kan acc lu kenapa pula nk takut orang lain marah,4
sumpah sih makin marah dan kecewa sama daddy,0
ada cara belajarmelihat mendengar mengamalkan tidak cepat merasa puas terus mengulanginya lagi,4
astaga temannya glo ada di manamana rasanya malas banget enggak sih buat ngelanjutin gambargambar lama wkakak hmm yupi ya dulu aku suka beli yupi ulet apa cacing ya pokoknya yang kayak ulet itu tapi sekarang sudah enggak pernah beli lagi hehe,2
yang dilihat itu progress nya bukan stuck pada cerita silam bagaimana kamu bisa menilai orang lain berubah jika pandangan mu saja masih pada cerita lama,4
serpihan apa sih anis beruntung mewarisi hasil kerja jokowi ahok jarot dia tinggal cengar cengir gunting pita kayak badut goblok mrt sudah jadi busway sudah pakai bis eropakampung pulo sudah normal kalijodo sudah rata coba sebut saja pembangunan sih anis yang berguna,0
saya sudah biasa dibilang jahat wkwk,2
takut sama sembi,1
ya allah lihat ini nanges sedih tapi mau mengakak di saat bersamaan huhuhuhuhu,5
keadaannya cukup baik,4
i want tapi ask as bvyer kalo kita dm meminta pl dan over bvdget kita boleh ngabarin maaf ya kak over bvdget begitu enggak sih takut enggak enak atau ada saran kalimat lain buat blsnya,1
pagi pagi langsung dapat berita sedih,5
takut banget loch,1
kamu yang tolol kayak tytyd ngejawab tapi enggak rinci pakar apaan kayak begitu iq memang saya mengomong kalo saya ateis saya kan nebak skrip kamu pasti kamu bakal mengatai saya bukan ateis gegaran enggak follow akun ateis dan benar tebakan saya,0
suka banget kalo sudah buat thread haha,3
chubby baby suka banget sama episode yang ini suaranya mix wkwk told ya if i have a brother like earth no need a bf wkwk,3
pejabat kaget itu budaya kumpulan orang bego bermain drama prestasi menjilat korupnya enggak kira,0
ini ibuku banget beliau suka heran kok anaknya bisa beli barang kpop terus masih bisa beli baju dll sampai ngira aku jual narkoboy terus tak jelasin aku selama ini suka jual macrame baru ibuku lega,2
tadi waktu mau berangkat ke sekolah kan harus salim dulu kan sama orang tua terus tadi mau salim ke ayah tapi katanya sudah sana berangkat saja jadinya cuma salim ke mama sumpah kayak kenapa susah banget tinggal julurin tangan doangtadi diperjalanan mikir keras sambil menahan tangis,5
negara memang suka begitu ya ada isu satu yang gede dia bikin kebijakan biar bikin pecah fokus itu isu anak pak lurah deh hilang gegara ikn ini isu wadas hilang lagi nih gegara jht cuma bisa dicairin pas usia tahun jago banget memang main caturnya heuheu miris nasih rakyat,0
panik kenapa atuh kakak,4
aku rindu kamu,3
ada sapol juga tapi takut tiba yong drop sesuatu,1
non txt sedih banget denise enggak lanjut di sn padahal menunggu banget dan jujur saja member yang baru kurang sreg begitu di gue tapi enggak hate deh tetap dukung semangat denise dan secret number lantai,5
huhu sedih banget mana lagi on,5
enggak sedih sama sekali tapi kayak enggak ikhlas mengerti enggak sih,5
suka enggak habis pikir kalo orang punya pikiran selingkuhmain belakang kayak heh anjg pacar lu matian jaga lu mengurus hidup lu yang enggak seberapa bagus ngerawat lu tapi masih mikir buat selingkuh sumpah sampah banget,0
days my prince ini wajib banget ditonton apalagi kalo suka romcom,2
tapi gaji guru dan itu honorer masih jauh dari sejahtera kerja harus penuh bagaimana suruh pindah saja dari jabar,4
makin kesini snowdrop stan makin melawak sudah enggak ada sedih sedihnya,2
alhamdulillah dapat kabar baik,2
wkwkw ya begitu nder ldr susah wkwk dia dari awal nge dm cewek saja sala lah ini malah marah sama lu marah balik lah jangan diam doang,2
sedih banget pagi pagi,5
hi kamu mau santai tapi masih banyak tugas yang numpuk solusinya ke sini saja yuk segala macam bentuk soal apapun itu yuk langsung joki tugas bisa dmwa yang di link bio testimoni bisa cek di thread soshumpendidikan ya,4
faq apakah artinya selfpublishing print on demand print on demand adalah sistem yang digunakan oleh artinya kami mencetak buku hanya berdasarkan pesanan saja,4
yang serius wa saja saya enggak menerima brondong yang malu,4
sedih sih tapi yaudalah hhe,5
saling menyayangi saling memiliki saling membutuhkan saling takut kehilangan itu yang terpenting,4
gue kalo mimpi mengomongnya pakai b ing atau lainnya selain indonesia pas bangun suka capek banget kepala pusing apa banget deh,5
itu orang muka badak merusak nama pp saja,0
nama satu orang tercemar saja melapor ke polisi meminta diusut tuntaslingkungan hidup dengan biota jutaan makhluk hidup saja tak satupun ada yang lapor ke pak polisi berarti biota lingkungan ini lebih bisa mawas diri koreksi diri allah lebih menyukai hamba pemaaf,0
sedih banget rasanya aku hatiku rasanya kretek kretek rasanya bagaimana ya di crushin seseorang yang seperti jeon jungkook jeles banget iya tapi ya sudahlah mau bagaimana lagi semoga aku dapat jodoh yang kayak jungkook,5
aslinya sih mbak dita ya menyesak apalagi sampai dibaca mbak dita dia jawabannya profesional ya kali mau marahmarah dan ngemisngemis jangan out dong nanti kan kita sedih blah blah blah kan enggak etis kita yang sebagai lockey harusnya yang bisa jaga perasaan,4
nyontek pas ujian seni musik ya allah percayalah di sekolah gue semua anak lebih takut remidi musik ketimbang pelajaran eksakta lainnya soalnya susah dan malas banget gurunya paling killer seantero sekolah,1
i aint lockey but i feel bad for that buat para lockey jangan sedih terus ya i wish all the best for denise secret number and lockey semangat terus lockey buat dukung denise sn,5
semua yang dimulai dengan rasa marah akan berakhir dengan rasa malu benjamin franklin,4
benar banget cancel culture dan pembenaran diri sendiri ala sjw zaman sekarang benarbenar sudah ditahap sangat menjijikan enggak beda jauh sama orangorang di jalan yang suka main hakim sendiri sampai bikin nyawa orang melayang,0
enggak gua malah muak di sana baru setengah bulan pengin pulang saja rasanya alias enggak nyaman gua orangnya lebih suka ketenangan di sana malah bebas enggak karuan enggak mengerti situasi banget anak sana,3
memang paling benar pagi pagi enggak usah buka twitter emosi anjg,0
senang banget pagi pagi dapat yang manis manis ue ue,2
bucin banget serius lucu kalo liatdengar mereka suka sama orang tuh,3
handy mandy nih bapak aku yang anti banget kartun tapi belio suka,3
pap poca yang kamu suka banget dong sampai kapapun bakal tetap suka sama poca itu,3
kagaa kayaknya sedih banget,5
berarti biasa saja ya,4
padahal mereka juga yang suka shipping aneh banget,3
besok disuruh ikut acara keluarga di puncak badan rasarasanya lagi enggak enak dan salah satu saudara juga ada yang gejala mirip covid tapi tetap mau datang dan enggak mau diperiksa sudah bilang ibu biar enggak usah datang eh malah disuruh pakai masker double saja di sana bete banget,0
diberau ada konflik lagi antara dayak sama bugis jadi khawatir keadaan ayah mana handphonenya enggak aktif di tlf ayah,1
excited sebab deh lamaaaaa nak beli cincin pastu dia selalu cakap dia tak biasa pakai cincin sok tak suka sangat pakai sok bila dia pakai itu ehehhehege seronokk,2
menghilang begitu saja,5
habis itu sakit hati tolol banget memang,0
apakah ini pertanda cintaa getarannya sangat terasa kawan hanya melihat senyumnya saja sudah bisa menaikkan zat glukosa yang ada di tubuhku,3
baru menonton bulgasal dan yang episod joon menusuk wooseok kesel tapi lebih pengin menangis lihatnya sedih huhu,5
iya hehe tapi jatuhnya kadang malah ngeganggu waktu tidurku sendiri karena dikit bangun terus tidur lagi oh iyaya ada itu benar sih kalo enggak bangun bakal dibangunin aampe bangun oh oke untung saja,4
assiikk sudah hari sabtu saja nih yang masuk kerja tetap semangat ya indihome selalu mendukung aktivitas onlinemu,2
mpus suka banget nemenin ummi,3
seringsering bikin au taeyong ya seru semangat terus nob,2
ponakan aku kalo berdoa pasti ya allah meminta mobil oh apaapa mobil apalagi mobil oleng suka banget,3
kala brown keong cup cocok banget nih buat kalian yang suka barang cantik dan unik,2
poin ke kayak orang bodoh enggak sih mengapai sudah nikah berzinah sama wanita lain ya di pikir saja itu mah memang nafsu lo yang kayak begitu soksok an berlindung di balik kata zinah,0
baru bangun dapat kabar baik,2
happy birthday anak baik anak manis yang selalu berharap dapat membahagiakan orang dan tanpa ia sadari dia sudah menjadi obat penenang terbaik asteroid bahagia terus ya,2
tka enggak usah asal jeplak kalau tidak tahu budaya orang indonesia bodoh jangan di pertontonkan tka buzzerrp dapat berapa receh dasar lambe arus,0
kasihan nih orang istilah anak kolong saja enggak tau bisanya main medsos tapi malas membaca bego banget,0
lagi senang soalnya dapat kabar baik i vote for at the,2
plis suka banget cibi begini lucukk,3
sedih banget denise leave,5
tulisan yang luar biasa anak saya cewek masih bulan enggak bayangkan besok sudah usia sudah bisa mengurusi dirinya sendiri seperti mbak anin pasti rasanya sedih dan bangga bercampur aduk ya,5
di udahin segitu saja sepi ya kalo dilanjutin bingung juga,5
gue sering ada di posisi sedih jadi waanjai satu sisi mewgulf itu sumber kebahagiaan buat gue dan mereka itu candu tapi sisi lain gue tau kalau ini tuh salah tiap malam overthinking di ive tapi leave them tapi bagaimana caranya gue pergi dari sumber kebahagiaan gue,5
terimakasih saudarakusdh turut ramaikan selamat akhir pekan sehat dan bahagia,2
enak banget lagu hivi huhu,2
menempel banget kalian padahal mengobrol tinggal mengobrol kenapa harus bisik segala kan ku suka jadinya,3
malah takut enggak sih,1
bagaimana kalau aku tidak baikbaik saja,5
very kucing tt lucu banget jadi jatuh hati,3
yesssssss enggak sepi,2
sabtu ini sudah jadwal bersihbersih kamar kost karena berantakannya luar biasa klora di sini sudah memasuki usia kepala tiga tahun ini,4
yang komen buruk ini benaran ada masalah sama otaknya kayaknya tolol banget,0
pantesan ada istilahdek cinta enggak enak padaku sih adek bilang cintamu abang terus sih babang bilang adek ku kalau kau cinta pada ku usir bapak mu,2
semangat banget,2
tbh enggak sedikit kok yang begini ada case begini kayak sudah biasa saja begitu haha maaf maaf,4
set komemoratif ulangtahun jubli emas mrsm ke bakal dilancarkan februari ini edisi terhad eksklusif kehebatan tidak dilahirkan ianya dicipta kehidupan suka duka pengalaman dan cinta pertama bermula di mrsm abadikan kenangan anda pada ulangtahun ke mrsm,4
wahaha syukur ye gajadi malu,2
ini gue dulu kaget pas pertama kali ada staff resign sampai bawa perasaan lama lama biasa,4
jarang suka genre romance tapi sekalinya suka langsung bucin banget,3
dday aku benar berdoa yang terbaik buat kamu semoga bisa sehat dan bahagia selalu diberi kelancaran dalam setiap hal yang dilakukanmakasih banget sudah terlahir jadi jungmo yang senyumnya selalu berhasil bikin aku mesemmesempart,2
pagi bang jon bukan ini kangen sama ocehan bang jon sepi banget deh tl cuma admin saja yang kelihatan,5
joonyoung paling merinding sama sedih jadi,1
enggak paham gue memang harus banget begitu gvk lo laporan kalo punya pacar ke saja justru itu waktu yang tepat buat ngenalin kalo te itu pacar lo goblok bagaimana te enggak kecewa gue juga bakalan marah kalo jadi te ini lagi sih saja suka sama lo hadehh,0
aaa manis banget narasinyaa suka suka aplgi sambil mendengarkan give me your forever,3
kirimlah bangsa kg perbulan perjenisnya,4
sedih kulkasku cuma isi bunga es sama sayur,5
awalnya badmoodd parah tapi habis mendengarkan ini langsung semangat lagi,2
demi apapun suaranya niji enak banget ya allah sanji mengmaaf aku gonggong buat niji dulu,2
aku senang baca kayak yang benang kusut not sok royal romance nya weishin son for the king yang satu lagi tuh lupa judulnya pokoknya nya seungzz punya kak daisy apalagi kalo ada angstnya kalo ada rekomendasi lagi kasitau ya gaiss terserah pairing siapa saja,2
semangat ych hari ini,2
gue sedih banget kalo sampai gjdi,5
kenapa aku suka banget banget sama cilor,3
semoga lulus ke universitas impian ya buat temanny semangat,2
ia baru saja menapakkan kaki di ujung terminal b pada pukul enam pagi taksi telah dipesan namun dirinya masih menimbangnimbang arah tujuan kedua kakinya bergerak dari ujung ke tumit berulang kali,4
antara benci dan rindu kotoha tanaka,4
kenapa ya orang suka banget ujar kebencian enggak memikirkan perasaan orang lain tuh sedih atau kepikiran begitu aku jadi takut makin banyak orang jahat,1
ini ayam kampung kenapa suka banget ribut sikk,0
sabtu rasanya memang kayak weekend tapi enggak bisa santai ya ingat tagihan menanti,4
dulu benci banget sama picknava eh malah dimanja terus tiap bulan,4
tolol bersama,0
lima menit pun setidak deras apapun hujan tatap saja basah yang kemudian bisa hadirkan sakit apabila kondisi badan tidak fit tak jauh maria tapak kaki injakan permukaan tanah yang mulai basah akibat rintik pun tenn masukan tangan ke dalam saku jaketnya,4
ingat lah rekanpartnershohib ku this is sabtu santai enjoy,4
untung saja benar jadi enggak malumaluin,2
jujur ya banyak cinta yang datang kepadaku tapi ku tolak semuanya karena aku masih suka wanita,3
semangat biyaa,2
takut ujan,1
kok bisa kamu semangat,4
baru bangun langsung di sapa kabar baik alhamdulillah i vote for for at the,4
kenapa bangsat,0
bukan cuma orangtua yang memotivasi hidupku tapi kamu cileng kamu buat hidup aku lebih cerah teensshieren,2
menanamkan kesadaran allah itu tidak suka lho kalau kita marah imam alghazali,4
masih on going asli ini asyik banget suka banget cara nulisnya gaya bahasanya kayak aku banget i mean seleraku banget cant wait tapi sih more eps,3
anjay ini p kegedean ternyata gampang lepas pula takut kececer jadinya,1
percaya saja supaya yang bohong senang,4
sedih banget kalo support system gue adalah seorang nicholas kalo gue sedih atau lagi sakit begitu masa mau menangis meraungraung sambil manggil nichol kan enggak mungkin mau ke jepang garagara pengin ditenangin nichol,5
enggak pernah mimpi tentang treasure sedih banget harus bagaimana biar mimpi tentang trejo,5
santai din,4
kesal istirahat telah tiba setelah mengganti baju dan ke kelas salsa fokus terhadap handphone nya sembari melahap bekalnya,4
yuk semangat ngeba,2
kyu kata gue mengajak yang lain juga deh kalo pada enggak mau teror saja pakai chucky,1
kalo dijawabkan dengan member nct diriku di real life seperti jaemindi sosmed seperti chenle and haechan kalo emosi seperti renjun kelakuan macam jisung kalau baku hantam ya kayak jeno lah mark terlalu sempurna jika dijabarkan dengan diri ku wkwkek,2
main pakai first e pon kalah enggak dengan kelab bodoh apa bala lah mu nih,0
ppp buat kalian yang butuh epha app prem yang murah fastrespon dan suka kasih promo aku opres batch sampai full member nih mau intip pl atau mau bertanya dulu bisa banget rep saja nanti kuketuk dmnya,4
klarifikasi di ig nya mas katanya ke resto sebelum tau kalo positif itu lagi menunggu hasil padahal kan bisa menunggu di mobil terus kalo mau makan ya tinggal drive thru gue menunggu hasil pcr saja enggak kemana ngeri kalo hasilnya positif bakal nularin lah dia malah santai saja anjir,1
sedih dijual semua,5
ketika dia enggak ada kabar belum balas chat itu sudah lebih dari cukup untuk bikin waswas dan ngebatin ada apa lagi nih,4
follow ca ore yuk sepi v kangkeceh,4
tapi dulu suka sama aoi pakai banget seehhhh,3
hebatnya indonesia enggak cuman pemilunya saja tes covid pun juga begitu,0
degdegan enggak itu ditanya habis menonton apa karena panik gue jawab habis menonton coboy junior addaffafsf,1
jangan bodoh ya ta dia sudah hapus nmor ita berarti dia pengin hapus ita dari hidupnya sok ita harus bisa untuk tidak peduli dengan kehidupan sosmednya dia saja bisa masa ita enggak bisa please jadilah kuat,0
enak dong kalau di angetin,2
sepi banget yuk join cuman rep doang enggak usah follow,4
tentastic halo unis aku mau bertanya boleh kalo emoticon ptg apa ya soalnya aku kadang suka bingung kalo ada update begitu aku masih baru banget jadi enggak tau huhu tia,4
di saat senang ataupun susah menangislah dalam hati,2
buat para pembenci paling pak presiden cuma tersenyum dan tetap berprasangka baik kepada pembencinya enggak terlintas rasa dendam sedikitpun ikhlas dan beliau super sabar ingat nabi muhammad saw saat dibenci oleh yahudi hindun begitulah islam yang rahmatan lil alamin,4
tapi menurut gua lu juga jangan terlalu cuek atau kecewa sama orang loh soalnya lu harus sadarin juga enggak semua orang harus mengerti lu dan orang yang datang kehidupan lu juga enggak selalu mau lu kayak bagaimana sikap orgnya setiap individu memiliki karakter yang berbeda,4
ini belum mulai dm sudah mules takut di block,1
bangsat orang yang suka minjem duit pas ditagih malah lari enggak usah dikasi ampun,0
memang bangsat para netizen sampai bayi saja dihujat macam itu,0
marah marah melulu hamil ya,4
jangan sedih indonesia merdeka itu karena bersatu bukan berdua,4
ket lu enggak takut kuliah hukum kah ket,1
pagi nder semangat nder,2
tapi cuy gue malah ke trigger lagi pikiran yang bikin sebel sama diri sendiri haha ya memang sih belum waktunya cuma sebenarnya gue tau gue bisa banget kayak begitu cuma tiap mau melangkah ada saja hambatannya gemas saja begitu kayak manusia bodoh banget gue hapus ig dulu fix,5
finally jimin my angel anak lucu sudah negatif dan sudah mau keluar dari rs kan senang banget rasanya jim lihat notif wv pagi ini terima kasih sudah pulih pokoknya tetap jaga kesehatan sayang,2
kabar baik untuk kita semua,2
pengadilan akhirat adalah pengadilan yang maha adiltunggu saja,4
semangat mbull,2
berpura lah bodoh meskipun itu mnyakitkanjgan mndeskripsikn dirimu itu sebagai orang yang pandai tapi ahlak mu tak pandai,4
enggak aneh kok nder kamu dom mana kalau dekat ayo menonton bareng aku kutemenin tapi menonton sendiri juga enggak buruk bodoamat saja toh enggak kenal awala bingung itu normal banget kok,4
semangat buat hari ini ya lu deserve tapi be happy anw jangan lupa sarapan adet,2
ketulusan hati sepasang manusia kan tetap terjaga sampai salah satu dari mereka merasakan sakitnya kecewa atau berjumpa dengan sang pencipta,4
paling enak jadi orang yang kalem,2
wta kalo begini bagaimana biar kayak normal lagi money,4
dinamik socmed au joongdok enggak jauh dari physical attack lahir batin selamat pagi saya bawa kisah kebodohan fresh from the oven seseorang yang memang pantas dikatai bego enggak sanggup lagi gua anjir,0
sakit hati tapi enggak berhak marah juga karena bukan siapa,0
pagipagi sedih karena dari tadi ngegambar tapi hasilnya aneh semua wkwkw tertawa miris,5
sini bestie hi kak lagi cari app prem pengin cepat juga ada nih lengkap fast respon testimoni on pinned ya yuk langsung dm t jual netflix murah spotify wetv kaget nikah all of us are dead,4
semangat yang mau interview,2
sebagai yang suka main game online butuh banget internet cepat di rumah kalo internet lancar main game juga bakal jadi lancar untung di rumah sudah pasang indihome,2
kok gue senyam senyum sendiri bacanya semangat ya,2
jangan bikin orang khawatir kenapa sih julllll,0
enakk banget suka rasa kuah pedesnya apalagi kalo lagi emosi makan ini auto hilang emosi ku,2
alhamdulillah pagi kabar baik,2
tersenyumlah michristychibi tinggalkan sedihmu bahagialah lupakan takutmu tetap semangat dan terus menjadi yang terbaik,2
senang mereka menikmati banget waktu mereka di amerika melakukan yang mereka suka kerja sambil liburan banget ya vibenya,3
hii ayaa semangat ya buat hari ini have a great day,2
surat ojk palsu eazy property pt indonesia jaman sekarang cc,4
iya aku biasanya di tengahtengah karena takut ada kendala begitu eh kena hnr,1
gue sudah kaget jongu kenapa rupany benaran dikoms sudah panik,1
ya siapa yang enggak sedih anjerr mau mengomongnya juga bagaimana nanti perasaan orang yang tersinggung,5
sedih kenapa,4
streaming child pagi pagi enak banget selingannya ssfw sama we go up,2
bokap melarang anak istri nunjukin rasa jengkel also bokap kalo jengkel nada mengomongnya ketus banting pintu narok barang kasar,0
takut ya,1
gue takut banget kaoru ngentott,1
makasii lu juga semangat ya,2
good morning gantengnya aku iya maaf aku baru bangun jadi enggak bisa nemenin kamu sarapan terima kasih loj sudah membuat aku sarapan pasti enak banget apapun buatan ayang aku suka sih malu,3
dia diam diam benci gua tapi dia cerita ke orang orang yang benci ke dia dari orang yang dia kenal kira kira orang lah yang benci sama dia,0
gmnasi rasanya teman kelasnya di acak tbh biasa saja sebenarnya soalnya pas sampai juga begini cuman lebih enggak semangat kayak hari hari biasanya saja lebih banyak ngeluh sendiri pendem semuanya sendiri bingung juga sih kadang tbtb merasa sedih bawaannya pengin menangis,5
anggap lah apa sahaja itu semuanya kami tidak peduli naikkan harga getah turunkan harga makanan usah kata adab siap kasih sayang kami bagi,3
