text,label
"seneng mereka nikmatin banget waktu mereka di amerika, ngelakuin yang mereka suka, kerja sambil liburan banget ya vibenya",3
"ini papa nya aja belum ada kabar gasih, aku laper belum disuruh makan sama ayang",5
"halo siang min kok ga bisa pesen tiket ""ku kira kau rumah"" di gojek dengan alasan kota saya tidak ada di situ ya, kecewa bgtt :(",5
gw takut bgt kaoru ngentott,1
"gue pagi ini kecewa bgt sama gojek, pertama kode voucher sama sekali ga bisa di claim. kedua alamat yg biasa gue gunain buat balik masa dititikin jauh bgt ke jakarta barat wkwkw gila gosend yg harusnya ga sampe 50rb jd diatas 60rb",0
"omg lucu bingoo!! thankyou selllll ih gemes banget dikasi dino gini, suka banget",3
"ko aku sedih ya di godain k chita pakai twit, lom win",5
berasa bego kalau udh tinggal dikit lagi yg gak bisa jawab termasuk kitanya wkwk,2
winwin wayv tapi ini konten berbaayar gue kaget anjir masuk sini,1
"yaudah aku pulang, babai kawan kawan semoga kalian bersenang senang",4
"takut bgt karna kepala pusing, tenggorokan mulai serak dan badan anget :"" untung kemajuan teknologi di tahun 2022 ini menyelamatkan anak kost sepertiku :') terimakasih gomart",1
minum air panas tapi yang kadar panasnya kira kira 65% jadi bener bener ngeredain gatal untuk obat aku kl batuk seminggu lebih baru biasa ke dokter jadi ga berani saranin obat..,4
"teman-teman aku mau kasih info, aku bawa pulang lagi kucing aku karna dokternya lagi ga ada di petshopnya. aku takut kucing aku stress jd aku bawa pulang dulu, nanti kalau dokternya udah ada di tempat aku bawa lagi kesana.",1
"setuju, makanya kadang gue suka gedeg sama yg pro sm banget kayak anjir mereka aja urus artisnya ga becus",0
ah kalok dilihat si gak enak,4
orang bodoh bisa berbahagia dengan kebodohnya,4
"wkwkwk biarkan saja, yg penting dia bisa bahagia",4
"anjing kaget, typing lo minta di tabok apa gimana?",0
"terpujilah blues! tiap birama ketiga contra bass yang memetik kunci kres: dendam sadis disibak, lalu dilepaskan.",2
"*kumpul keluarga relative: wah uda gede banget kamu, sekarang hobinya ngapain aja? mak gua: ohh si ini suka banget baca relative: wah iya kah pantesan kacamatamu tambah tebel itu gua: hehe iya tante.. also gua: /yg dibaca manga sm fanfiction smut ngakak abissss",2
hari ini ga semangat gara gara belum di ucapin selamat pagi sama ayang,5
"pakai akal sehat saja sebenarnya surah cukup kok dalam persoalan ini, tidak peelu selalu merujuk ke dalil agama yang tidak setiap orang mampu melakukannya..",4
yg dinamakan org prik bin tolol,0
"soalnya ga sesusah to m1p1 kok beneran, bacaannya juga pendek2, tapi ya gitu berbobot bgt buat otak pas masuk tka sumpah panas bgt, ac ga kerasa sama sekali mana sunyi, cuma ada suara kendaraan dari luar, bunyi klik2 mouse, sama bunyi kresek2 sarung tangan kebelet pipis",4
yang paling nyeremin pas ada razia dadakan pas gue lagi bawa bedak tbs yang tentu saja tidak murah udah panik kalo bakal kesita (dan kalo misal iya ga sudi sih kalo ga dibalikin) untungnya ga ketauan,1
iya emg enak,2
"tolol banget gue, anjing. kok bisa kelepasan",0
ini aku belum bilang ibu wkaka takut ga diboleih,1
"aku butuh kepastian, bukan harapan palsu!",0
lucu banget editannya aku waktu sma suka banget sama series ini. liburan ke bandung cuma buat nyari gramedia buat beli series ke-4 karena dikota aku belum ada,3
"pengen nyari trophy tapi males battle ? bot kami menyediakan fitur auto search th diluar, th snipping , yang dengan mudah bisa memenangkan banyak trophy dengan pasukan sedikit. minat? cek bio pesan sekarang",4
jritt ketawa banget aku suka dimanfaatin,3
"petai cina ampuh turunkan gula darah. nah, kali ini mintani mau bertanya, siapa yang suka makan petai cina? yuk ngacung. mintani suka banget dengan yang satu ini. apa saja sih manfaatnya dari petai cina ini? yuk kita sama simak infografis berikut..",4
changmin suka banget boneka chucky,3
"ngeri x pon, aji mumpung.",1
"tapi tetap para pemuja vaksin akan menolak informasi itu, shg mereka tetap menunggu dengan penuh harap go itu disuntikkan kembali ke tubuh2 mereka. dan kita yg dianggap bego. dan kita yg dianggap sok nalar. dan kita yg dianggap hoax. padahal",4
beda banget dah raut muka orang yang suka dikasih jatah ama yang kaga,3
enaknya nino kita apa in ya mak bisa bisa nya bikin anak mamak sedih.. nanti klo sedih ga bisa live igeh lagi..,5
start your day with marah scammer ingat aku ada masa nak layan hutang kau tu. duit pun takde nak hutang apa,4
"biasa aja, gue malah tiap update di igs lebih gatau diri caption nya tp disaranin jgn dibawa ke tt, warga sana lgsg ditelen mentah2 trs tar nain yg diserang. kyk wktu itu jm digosipin dating, si mba nya lgsg diserang netijen indo pdhl mba nya jg org indo",4
anj anj kesel kecewa bgt sama diri sendiri heeuh,0
pagi2 pasti emosi,0
"langit menjatuhkan bulir-bulir yang sedih, yang sedikit, yang sakit, yang tak sungguh-sungguh menghapus dosa, apalagi kenangan.",5
"tuhan itu maha memberi, dia suka melihat manusia yang suka memberi, sebab itulah dia ciptakan kekasihmu agar kau bisa memberinya cinta",4
makasih masukannya malu dan senang bercampur aduk,2
"patrick wilson yang berperan sebagai astronot dan john bradley sebagai 'whistle-blower' patut diacungi jempol karena totalitas aktingnya. tapi soal kualitas, tentu saja akting halle berry yang menjadi juara berkat profesionalitas dan jam terbang yang lebih lama",4
aku suka bgt sama kata kata kamu yg zjjaakmwks i rlly feel lovedd. aku tungguu actionnya ya sayang!!,3
"makasih kakak bianca. nama kakak juga cantik. oh! sama sih tapi engga suka yang suka banget gitu, kalo bagus terus genrenya horror ya aku sukaa! kalo aku untuk genre lebih milih thriller! c:",3
knp chat sama pembina deg deg an takut gt ya,1
takut banget kalo sampe nikah keluarga ga suka. trus cuma datang langsung pergi kaya tamu. kalo gitu kan kesan gak sukanya emang keliatan gt ya.,1
hahaha iya nih malu malah gak bawa jeans lagi :'),5
"suka banget deh sama karakter adin. gemes, persis kaya anak kecil bawelnya",3
"kalo udah interact sama kamerad joo ngga jadi kesel, mana kamerad joo nya gemes banget kayak malu malu kucing plis gw jadi salfok sama mereka their little moment in every episode are so precious",2
baju bodoh yg gimana sih,0
"done bismillah makasih banyak buat ganya semoga banyak hal baik yg dateng ke kamu, semoga impian kamu segera tercapai aamiin buat jaehyun dan soobin jg semoga sehat selalu, pokoknya be happy__anw let's be moots? oiya have a nice day kamu, be happy too okay, semangat",2
"dalam cinta, jangan pernah meninggalkan seseorang yg kamu cinta hanya untuk seseorang yg kamu pikir kamu suka.",4
"pasti sedih dan capek jugaa, semangat ya firdyy",4
emosi bung,0
gw yang punya aja terkejut mei,1
"orang yang suka berkata jujur akan mendapatkan 3 hal, yaitu : kepercayan, cinta dan rasa hormat",4
"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan ayaa",2
hmm. enak sih. tp manis banget wkkwkw,2
"hah iyakah masya allah, ya udh klau emng sibuk bgt gpp fokus dlu aja, wajib balik pas hari h yah ayang ditunggu kabar bahagianya",4
bahagia adalah kecewa yang sudah lewat..:),5
"ini sepi bgtt.. pada di fb semua yakk, gw juga sih td bisa²nya bangun tidur yang dicek fb dulu",5
"ini bukan rp, dan juga jelas dong banyak minor plis jangan bodoh kirim ginian ke base",0
"itu normal utk manaa"" investment verification.",4
selamat hari lahir. semoga bahagia hingga ke anak cucu,2
"nama satu orang tercemar saja melapor ke polisi minta diusut tuntas..lingkungan hidup dgn biota jutaan makhluk hidup saja, tak satupun ada yg lapor ke pak polisi ..berarti biota lingkungan ini lebih bisa mawas diri koreksi diri..!! alloh lebih menyukai hamba pemaaf ..!",0
gua yg panik masalahnya bangsat,0
"kok suka ya liat fadly, omnya gala. kaya adem gitu liat wajah dia. nggak yg cakep banget, tp adem aja diliatnya kek ubin mesjid.",2
"pagi pagi liat orang bikin pie keliatan enak banget gataunya slime day=ruined, jengkel",0
semangat banget,2
akhirnya bangun siang. tp si bodoh ini kaga solat subuh,0
aku dari minggu lalu pengen ke pantai and tempat yang dingin dingin gitu kaya bukit tapi gak kesampaian,5
guys yuk mumpung masih sepi join 21k di pinned ku dulu ya,4
"happy birthday ~ maknae on top nya dreamis, adek kesayangan abang jeno. sehat selalu ya adek. terima kasih udah lahir ke dunia. bahagia selalu, __",2
nggak kaget. ada pula management rating apps di play store,4
"sepi bangett iyaa, kayanya sih paling fanlive sm cb. tapi klo ada schedule lain apa ya hmmmmm",4
markf! semangat 2±400k lagi buat mencapai target we can do it kok yuk semangatt,2
suka kagum banget sama cowo yang ambiss sama masa depannya,3
pano anj gua kaget,1
"capek ihh, pengen marah bingung sama siapa :(",5
"bikin emosi aja pagi""",0
"memang tida tau malu manusia satu ini:"")) mau marah tapi gk bisa",5
":(( kemarin takut serok, sekalinya 3 hari berturut-turum ijo terus. sedih",5
mari kak wa aja viu start 6k aja uda puas make sebulan. bisa req harga r utk c juga ¢¢ untuk sementara payment via shopee pay ditutup ya. shopee pay aku error. ¢¢ aku ready preset lightroom (via gdrive) ¢¢ no rush order,4
"yosh semangat teruus! maacii asmakdoen pantjen ouye! semangat jg buat elu maakk, penasaran nih w sama hari senin lu nanti :d",2
rodo ngeri sedep bismillah iso yo iso semangat garuda muda,1
"kalo ketemu orang dan dia keliatan murung, coba tanya dia fans mu bukan? mu kalahh cukk !!",0
"aku biasa sarapannya setelah wo, nunggu 15-30 menit pas beres bgt wo nya atau sampe ngga terlalu keringetan",4
"itu dibase. nyari mutual, trus bilangnya ""aku suka foto ga jelas"" tapi yg di post jelas banget makanya mau ketawa wkwk",2
gpp kalo ga aneh takut new owner,4
ayo cepet mbuh biar biasa jajanan aku c:,4
"hanya dirimu yang bisa membuatku tenang, tanpa dirimu aku merasa hilang dan sepi, dan sepi.",5
"pantes yh waktu hari kamis wajah ell tuh kek lemas trs matanya berkaca kaca w kira lagi sedih, tp w kalau sakit suka gitu juga sih, nangis pengen sembuh hiks",5
"ml! cara ulti flicker ruby tu gimana ya? aku ulti malah flicker ke depan karna bingung pencet mana dulu hasilnya ketarik ngga, malu banget iya",1
ih sedih masa. semangat akak,4
berani menahan malu demi menyusui anaknya itulah seorang ibu,4
"art! cara buat rambut kayak di karakter anime itu gimana ya.. kadang suka bingung waktu mau gambar rambutnya karena jadi jelek banget. thank you! tolong bantuannya, pengen tapi gk bisa",3
mama juga sering dengerin cerita-cerita random gue wkwk kaya keseharian gue apapun itu. suka banget kalau udah curhat sama mamaa and i love her so much,3
pengen banget punya kerjaan yang santai bisa sambil jalan jalan tapi gaji tetep oke,4
"random banget gue mimpiin mereka berdua wkwk dulu bucin banget sama film ini, gara gara film ini gue sempet suka film film thailand wkwk",2
hbs nonton hole live suara courtney stabil bgt kalo kelakuannya normal mungkin gwe ud ngestan,4
"engga. gua malah muak di sana. baru setengah bulan pengen pulang aja rasanya, alias engga nyaman. gua orangnya lebih suka ketenangan. di sana malah bebas ga karuan, ga ngerti situasi banget anak sana.",3
"takut tapi tetap percayalah diri, bismilah yuk bisa yuk",4
"kadang kalau lagi deep talk sama ayah suka mau nangis aja, apalagi kalau soal pendidikan. ayah gua pingin banget kalau gua kuliah, karena emang kakak udah gak kuliah. bukan karena biaya kakak gua gak kuliah, tapi udah keenakan kerja jadi dia males kuliah.",5
"bapakku arsitek, dan klo bikin rumah selalu ada bagian terbukanya katanya biar gak panas. alias biar hemat ac. dan bagian terbukanya gede banget. tp aku gk suka. soalnya klo hujan selalu ketampon! alian air hujan yg kena angin msk ke bagian tumah yg tertutup atap.",4
oo pahamm agak kaget y bund..,1
enak loh lagunya,2
mentari tersenyum rindu melihat bunga-bunga menunggu kehangatan kecupan kupu-kupu seperti rasa dalam hatiku aku setia padamu selalu apa kabar hari ini cintaku ! ______________,3
"aku suka gt nder kalo abis pake makeup dan aku kecewa kalo ampe putus kotorannya, sensasi gelinya gadapet",5
hoam semangat kerja,4
"aku belum jadi sekolah ilmu komunikasi politik aja udah banyak bgt yg ga suka ih, hinaa banget aku kayanya",5
pernah nolak orang yg padahal gua suka banget ama dia alhasil gw gamon ampe 11 tahun berlalu,5
pertama kali beli kolbuk lucu bgtt tapi rada ragu buat makenya,1
kaget doang ga guna banget,0
tl nya sepi :(,5
"365. kalau mau gestun limit kamu di spaylater, gopay coin, gopaylater, akulaku, kr3divo, indodana dll langsung saja ke cair cepat gak sampai ber jam-jam!",4
emang gak bisa kalo urusan yg menuntut kinerja profesional tuh libatin keluarga. ngegampangin bgt. mau marah jg rasa gak enakannya masih kentel. ntar yg ada ngaruh ke hub keluarga.,0
"semangat lzj, ketemu lky lagi, semoga bisa menang ya sekarang, takut banyak yang anu lagi nanti kalau kalah, stay strong",4
"orang mah enak punya tempat curhat *selain tuhan ya maksudnya* lah gua kalo curhat ke sape? guamah ngomong bener bisa disalahin, apalagi salah huft",0
fagg benci bgt gue liatnye.,0
"dulu untuk jadi ustadz di pesantren, ya harus sudah mumpuni dalam bidangnya. bukan siapa saja boleh gak kayak sekarang banyak sesat!!",0
"untung aja bener, jadi ga malu-maluin",2
jeanne pas rambut panjang cantik banget dah gue kira emaknya jeanne wkwk sayang jeanne,3
semangat pagi juga,2
heran banget sama orang orang yang suka nunda kerjaan tanpa alasan.,0
menghilang begitu saja :'),5
"ga blh sedih"" yaa",4
"pagi-pagi dikerjain orang haha dikira gua bego, ya gua ladenin lahh liat sampe manaa",0
"dan yg emng belom tau banyak lah tentang dunia ini gitu. tapi gw ngerasa sedih dan marah aja, gatau deh rasanya campur aduk. ini aja ngetik sambil nangisssss, gatau tapi nyesekk bgtt rasanya. apalagi kalo ada yg hate² komen gitu ke win, gw bnr² gasuka gw sakit hati anjj!!.",0
"syi'ah mesra sm pekai,..mk nya kenapa mrk bgtu benci sm islam dan ulama..",4
"huee ngakak that ah wkwk, mayan lah suntikan semangat sebelum perform",2
"cocok temen sekelas gue waktu sma loyal dan kompak buat lekas bahkan waktu dulu sahabat gue yg cewe nangis karna dibentak adek kelas, anak cowok langsung pada emosi dan nekat mau nemuin itu ade kelas wkwk",2
tapi dulu suka sama aoi pake banget seehhhh,3
udah aktivasi tapi takut ga valid,1
"saja nak kongsi dekat korang yang kami juga ada buka booth jualan merch, boleh singgah cuci mata tengok tengok fizikal dan zine lokal yang dijual rantai art event week 4 myground, mytown shopping centre 04 - 06 february 2022 10am - 10pm",4
"biasanya kl telat masuk sk disemprot sm gurunya, jd malu",5
sedih banget muka nya,5
"suka korea tapi level kebodohan bucin hanya untuk diri sendiri dan gak nyinyir kesukaan orang. so, gw setuju sama ini",2
"ya allah gw cinta banget sama ss501 high quality vocal mereka, lagu""nya catchy dan lumayan gampang pelafalannya buat dinyanyiin org indo variety show nya jg lucu"" menghibur bgt paling suka let me be the one, all my love for u acapella nya",3
menyesal.. kesal.. gak bilang.. sayang.. cinta.. kamu.. padahal aku suka.,3
pagi-pagi bangsat,0
semangat aktivis rpw,2
"di liat2 aparat seakan2 memancing emosi rakyat ya,,yg jadi pertanyaan supaya apa ?? apakah sbnernya aparat ingin bentrok dengan warganya sendri ?? hukum di tindak secara tdk adil, ulama di peresekusi, umat muslim di tuduh radikal, pedagang2 kecil di denda tidak wajar ,",4
"ttapi aku lebih suka make aksen british, walaupun engga paham banget tapi dengernya enakeun",3
"kamu tahu? aku selalu selalu melawan pikiran overthinking yang senang sekali terlintas di pikiranku tentangmu. ""pantaskah aku? bagaimana jika kamu pergi? bagaimana jika suatu saat perasaanmu hilang?""",2
"malu sama oc sendiri pengen sih kykny juga lebih santuy drpd fandom police tapi gak kesampean, sedihhh",5
"aa aku ga ngerokok kak dan beneran ga ngerokok, samsek ga diem2 ngerokok, padahal papah perokok akut, terus dulu sempet di kasih rokok buat 'ngetest' tapi dia ga suka, sampe sekarang ga ngerokok. temen2nya pada rokok tapi dia tetep ngga. jadi masih ada cowo yang ga ngerokok:d",4
boom pernah meng-sms hyoyeon sekedar menyapa setalah berakhirnya iy2 tapi ia mendapat kecewa karena hyoyeon melupakannya begitu saja,4
kok sepi rep nya gak kek pas masa-masa penjilat,5
bila menyampah / jealous tapi tak benci camni lah,4
alhamdulillah.. yang jatuh jatuh tempo bulan ini udah di bayar.. tinggal yang receh-receh nya.. semangat!! pagii..,2
manusia normal = ingin menjadi anime,4
"dibilang setia itu tuntutan. aneh bgt anjingg kalo emg udh namanya sayang mah bakal setia dgn sendirinya tanpa diminta, apalagi kl udh nikah hrsnya punya kesadaran sendiri buat setia sm pasangannya lah. tolol bgtt kesel pagipagi udh dibikin emosi",0
"iya ya kalo dipikir gitu.. tadi udah aku takedown tadi bilangnya badge ijo itu squad leader, kayak hyotion sambil ngasih nunjuk foto takut jelek dimata fans mereka yaudah tadi langsung aku takedown",1
denise ih gila gua sedih banget denise langsung deg jantung gua,5
"bigbang alive tour 2012 emang udah lewat, tp bwt para vip yg mau koleksi aksesorisnya jgn khawatir langsung cek favorit kami aja =)",4
"me tp kazuha ganti yae, alias takut tp ttp percaya diri",1
"jadi inget author yang ngedrama dulu, eh gila gue ikutin banget hahah. karena karya nya sih sebenernya makanya gue suka.",3
"apapun asal gak makan harapan palsu dan ketidakpastian, makji btw, disini ujan deres. makan seger2 asyik kyknya",2
"bener bgt sih. banyak bgt yg benci ama gw. salah satunya pas gw kerja di penulis. ada nih 1 tmn gw yg didepan baik, dibelakang malah bilang ke kakak ipar gw kl dia gk suka gw, malah cenderung ke benci. pas gw diputus kontrak, dia tuh seneng bgt njir.",0
kenapa acc gede moa banyak yg rest moga cepet balik yaa duhh takut gue rada2 kepikiran dan sedikit trauma,1
"itu sayur apa saja, pak dhe??",4
udah lama ga denger suara denise. jadi pas dia ngecover lagu day6 sedih gue jdi +++++,5
"seneng banget sih ngadain webinar yg pas banget sama aku yaitu tentang toxic relationship, yuk lah bestie yang masih suka galau2 masalah percintaan mending ikutan ini!!",3
walaupun ketutup masker suka banget aura mark disini ampe merinding,3
"gaada:"") soalnya gue kurang suka yaa suka sihh tapi yaa ga banget banget gitu",5
"yay, nonton sendiri lebih enak.",2
"t .. thanks berat atas layoutnya, aku jadi cakep banget, adikku suka banget.",3
jaga2 takut die terjun lg tu huhu,1
papa kalian pikir 3 taun ga orgasme itu pencapaian yg luar biasa.. dia lupa kali nabi adam 300 taun kepisah ma bini nya.. lah ini br 3 taun nahan aja sombong,4
ngeri ngeri,1
"pengen banget punya jaket varsity, eh taunya dikasih jaket keren, alhamdulillah rezeki anak sholeh.",2
"baru pertama kali ada yang ingin lihat kami berkelahi, biasanya banyak yang bingung. karena terlihat serius ketimbang bercanda. jangan terlalu sedih dan jangan banyak dipikirkan, ai. banyak berdo'a saja mudah-mudahan abangmu berubah.",4
gue jugaa hahhaa plus kaget,2
"terakhir, ada iral yang diam-diam menghanyutkan. dia keliatannya kalem, diem, padahal aslinya dia tuh bawel, punya banyak topik untuk dibahas. iral tuh perhatian banget banget ke pacarnya. dia suka kasih pukis ke pacarnya dan selalu seru deh",3
semangat pagi bang.. salam dari madiun.,2
"temenku klo ngechat pake assalamu'alaikum ke aku rasanya gimana gitu mksdnya ak gak nge judge dia terlalu baik atau apa cuma aku merasa kita tdk sedekat itu.. pdhl ak pngn di chat biasa aj kyk manggil nama org dia sm circleny ya biasa, kok sma ak pake salam",4
kok ono se,4
"ya, sdikit tp biasa sih",4
cerah oy.,2
ini bener..jam 9 malem..abis praktek.. bini wa di rs ada lem kertas ga? yang biasa gitu. besok ** ada tugas suruh bawa lem buat nempel2.a,4
wkwk beneran takut tp,1
ga takut tp gapernah,4
"baru sadar, bentar lagi ramadhan. kalau grafik naik bukannya sudah biasa? korban agen-agen konspirasi global dunia kuwalik",4
"ini kalo aku ya. paling ga bisa pake skincare kalo blm mandi. jadi aku selalu skincare setiap abis mandi. kalo malem gmn? ya mau tidur aku baru mandi. di rumah gerah soalnya, jd enak kalo mandi sebelum tidur.",4
nda semangat on rp,2
halo apa kabar samporasun kepriye kabare om suastiastu nara gerotelo napa habar thats all from indonesia,4
sebenernya takut ajg make ava muka sendiri,1
ketauan deh biasa searching di search barnya,4
kaget kirain kelirik taunya bukan as lihat akunnya,1
semangat nov,2
"aaakk sama banget kaya temen sma aku, dia teriak2 di sekolah minta cutter buat bundir astagah. legend banget si. dan masalahnya ya dia putus sama cowonya trs cowonya suka sama cewe lain, ngeri bangettt",1
sedih bngett liat xiaojun minta maaf krena wayv blm bisa cb,5
aku dendam sama ntu dua orang itu.,0
"selain kecewa, gua juga rada heran eib ini dari awal banyak aja yg nimbrung baik yg sok paham, ga sesuai konteks, dll. mulai dari persoalan gaji volunteer dsb sampe akhirnya eib dihentikan. tapi it's oke gua salut sama sikap sebagai penikmat karyanya.",4
"sama. wkwkw. tenang ellie, aku disini menemani kamu agak bodoh dikit.",4
gak jadi sedih,4
jangan bodoh ya ta. dia udah hapus nmor ita. berarti dia pengen hapus ita dri hidupnya. so ita harus bisa untuk tidak peduli dengan kehidupan sosmednya. dia aja bisa masa ita gk bisa. please jadilah kuat,0
"kalo udah dengerin satu lagu dan udah suka banget, pasti bakal di ulang2 terus sampe moal",3
twitter makin sepi apa yang fake udah pada mati ya,4
masa sepii?kok sepi?,4
sebelumnya.. yang meraknyat aja belum ngapain mendunia.pujian di luar negri hinaan di negri swndiri..pak anies cinta rakyat cinta warga..utamakan kemakmuran kedamaian kedaulatann..gw suka gaya pak aniss..,2
"jarak antara aku dan damar hampir tidak ada ketika aku menoleh dan diciumnya bibirku secara tiba-tiba. aku suka sentuhan tangannya, lembut dan tersirat sayang disana.",3
baru saja mengirim video,4
":( sedih banget plss¦ get well soon, dayeon!",5
"kurang tolol apalagi cb ni agama? tuhannya gak ngasih hukum cerai malah yg nikah lg dianggap zinah. dan gobloknya masih ada aja yg mau jdi kristen, emg sih setolol-tololnya monyet aja ga nyembah sesama monyet, lah ini manusia dikasih akal kok nyembah sesama manusia.",0
bos aku kalau bad mood suka marah-marah ga jelas. untung aku tidak baperan,4
jangan mengeluhkan masalah yang datang dalam hidupmu. terkadang kamu harus merasakan sakit untuk dapat mensyukuri bahagia.,4
"me time adalah salah satu cara terbaik yang bisa dilakukan di weekend ala aku. kalo aku suka banget weekend sambil nonton drakor sepuasnya pake indihome ditemenin jajann, kalo weekend versi kamu apa nih bestiiee",3
ora editan kui ancene wes kene lg sedih malah dsenggol,0
"kukira kau rumah itu yg bipolarnya cewe. gak tau juga tingkat berapa. cewe itu depresinya lebih tinggi, makanya lebih susah ngontrol emosi",4
"saya sungguh benci akan seto , dia ialah seksual anjing pokok pelukan sahaja",0
"seru tau prenjon zer kdng sedih kdng baper, seru kan",2
karna rasa kecewa itu lebih besar dari pada rasa cinta:),5
semangat ayangg,2
yang suka malu-maluin siapa nih? kamu kah?,4
"aku suka dari rg sama pahamify sering ngadain gratis, trus ig juga banyak tapi ribet banget syaratnya suruh share grup kadang",4
i'm back setelah sekian lama sunyi je acc aku kan,4
kesel bgt anjir pagi2 udah ribet lu bangsat,0
"springhill f tier breakfast, yang enak cuma sosisnya",4
semangat juga mass,2
amanah yg bagus. bismillah ..,4
"hi guysss jangan lupa cek berita dan ya terus saksikan dengan meriah konsernya hari ini, mangattsss",2
"ini penilaian objektif ya nder, menurutku dari pemikiran yg km ungkapkan di menfess ini bahkan menunjukkan km belum cukup matang dan dewasa nder, yg diliat jgn imajinasi masa depanmu yg bahagia, pikirinnya kira2 nanti resiko cerainya seberapa besar ya? u will think twice",4
"sudah sampai disini, bahagia pun menanti",2
nih 3 semangat banget anjirr,4
pagi juga mbk e yg cantik. cerah seperti surya matahari di pagi hari,2
"semoga bisa jadi perempuan yang mandiri, semoga bisa terus nyari duit sendiri, semoga bisa tetep sayang sama diri sendiri, biar orang tua dan keluarga bisa bahagia , dan kalo suami banyak tingkah atau demen selingkuh bisa mantep ninggalin & mampu hidup sendiri.",2
"baru saja mengirim foto klaten, jawa tengah, indonesia",4
gapake nama asli takut teemn rl tau wk,1
"iya cakep, emosi nya dapet banget pagi pagi",0
yg biasa.. terus dikasih bonus yg alpha gara ngehold yg biasa ..,4
"pagi pagi udah emosi baca au kesel, gak blh ada yg bikin bian kecewa atau sedih ih",0
"huhu jiheon graduation yaabakalan kangen belajar bareng jiheon,aku kalo ngerjain tugas suka sekalian nonton vlog jiheon yg belajar. biar kaya belajar bareng jiheon gt sedih banget jiheon ga bisa datang gradupadahal pgn liat dia",4
tiba2 tidur bangun2 terus. tiba2 gak enak pikirannya. tiba2 pengen nangis tp ndak tau sebabnya. yok kompromi yok,5
anjir sedih udah deh ini mah sn udh berasa ga lengkap lagi,5
sabar sabar gak boleh marah,0
monggo yg butuh tempat untuk santai bersama kawan dan saudara warung makan buka mulai pukul 09.00 - 21.00 lhoo jangan sampai kehabisan masakan ayamnya yang lezat di laburi dengan sambal bawang yang lezaat,4
"fans jepang kalau bikin fanart wenzhou pasti suka ada cl nyempil, cl tuh anak wenzhou. gemes banget liatnya huhu",3
"palu kau kira kuli, pea",0
"ketika air aki sudah terlihat berada di dawah batas normal, segeralah beli air aki yang di bengkel-bengkel terdekat.",4
layout mu keramat aku jadi takut ajakin barengan,1
"itu maksud sendernya "" alhamdulillah nggak malu "" gitu yorobun",4
hah takut bgt,1
halo halo apa kabar,4
"fess ini es krim enak bangett tpi kok skrg susah ya carinya, sender sedih ni",5
"ahh gw suka banget ini film, cuman sedihh ending nya begitu aja, haha mau nya kudu happy ending.. lol",3
"saya pernah resign, dan memutuskan untuk berbisnis, setelah saya resign, saya tetap bangun pagi dan pakai kemeja, trus nongkrong kerja di cafe sampai sore, agar tetap terlihat bekerja semua itu saya lakukan agar ibu dan bapak saya tidak khawatir dengan keadaan saya .. cukup menyedihkan",5
"halo pagi pagi enak nya jajan di ada nihh langsung proses langsung copas!! fast seperti burok, trusted legal & bergaransi payment all e-wallet ?qris dm?a",4
"kata2 motivasi dari ibuku buat aku gak ada yang namanya hidup itu bahagia terus, jadi kalo ada masalah itu udah lumrah. jadi adek jangan sedih lama lama karena hari ini baru dapet musalah, gak papa yang penting kita sabar dan tetap bersyukur pasti bisa ngelewatinnyaa",4
kan bener masih sepi,4
"bolos, katanya takut kena congorna",4
"heran doang, kaget doang, ngemeng doang..",4
"mbl mbl murah banget loochh kuy! guys join go miracle, suka dr0p jajan murce rd sering open sh4ring merch juga dan sekarang lagi open tabungan buat cb bangtan tabungan mulai 25k aja guys yuk gass join link di rep yaa",4
kucing apa anjg bangsat,0
"mls bgt, msh pagi ud ad aja yg bkin gondok hadehh emosi",0
"yahh, sumpah sedih banget lohh, walopun zi bukan fans nya, tapi sedih lohh, mimpi buruk fandom tuh kaya gitu :((",5
hashida wanginya sayang ga normal,4
"kan,,bangun bangun kaget",1
kadrun pinter nyari pengikut dari kalangan publik figur yg bodoh,4
terlalu semangat demi dapetin ayang,2
tolong terimalah cintaku ku tak bisa hidup tanpamu lebih baik ku mati saja bila harus hidup tanpamu,4
"gimana si caranya biar bigwin? cpk bgt astaga, gapernah menang sedih bgt, sebernya rada iri sama yg bisa bigwin",5
"huhuu sedih gak sih, sorry ya gw harus isoman 2 minggu keknya",5
"sedih banget ketika orang tua ekonomi nya lagi susah tapi berusaha keras untuk kebutuhan anaknya. maafin aku yaa pak, yang selalu nyusahin. semoga nanti bisa berkali-kali lipat buat bahagia ibu dan bapak",5
ini emang enak banget,2
2022 tetep bodoh..,4
"jangankan fandom lain, orang orang 1 fandom mereka yang malu sama kelakuan circle ini aja ga di dengerin haha kalo sakit psikis better bawa ke psikiater si.",4
kabar baiik yey,2
"pagi-pagi dapat kabar ini seneng bangett emang abis sediha"" selalu ada yang bikin bahagia",2
"ga pernah mimpi ttg treasure, sedih banget. harus gimana biar mimpi ttg trejo?",5
tolong panik ini melanda lagi,1
"angel_chibi terima kasih karna km udah buat hari-hariku jd lebih bahagia , km adlh hal terindah di hidupku yg singkat ini :')",2
"mana katanya ngehargain keberadaan gue? kalo minta aja maunya diturutin, giliran gua minta gak diturutin. giliran gue marah gue juga yg salah hadeh yaallah",0
